Month,Hour,DayOfWeek,Holiday,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,EnergyConsumption,TotalUsage
7,7,Tuesday,Yes,-0.9997335199962825,53.55991833649101,-0.6414825732738889,-1.230602059181823,Off,Off,-0.20726160092757745,86.97880463122759,0
7,6,Tuesday,Yes,0.29584215422144866,44.480058947862126,0.3826467308737573,0.49003840388001024,On,On,0.9880027021969006,62.16094986821484,2
7,11,Saturday,Yes,-1.4196265995556612,32.126012459002354,1.121445738635344,0.49003840388001024,On,On,-1.6594965502172907,79.09844536962798,2
7,0,Wednesday,No,-0.2630375300866138,59.22194666244514,0.602822491365619,-0.19821778134472307,Off,On,1.4277310286355485,65.42388004723759,1
7,16,Monday,No,0.6183104958667565,59.969085,0.1376963370875938,-0.5423458739570898,On,On,-1.5215550766577925,85.46223439787951,2
7,20,Tuesday,No,1.2273859455988227,40.2156780954912,-0.5217302057423543,1.1782945891047436,Off,Off,-1.6594965502172907,84.028877853501,0
7,7,Tuesday,No,-0.2506980615318228,52.3686484642238,-1.108430752694387,-0.8864739665694564,Off,Off,0.2064186785469175,85.78831394371994,0
7,17,Monday,No,1.3223957503305401,39.82392818881345,-0.13517069946785068,1.5224226817171103,Off,Off,-0.9437234613708263,80.39129503611375,0
7,20,Saturday,Yes,1.3804928675580646,42.08218531948109,-1.213883096623448,1.5224226817171103,On,On,1.3213256328409042,83.32650130911304,2
7,4,Wednesday,No,-0.8494957399740266,43.39295914792082,-1.3765349444129655,0.834166496492377,Off,Off,1.6124875308911428,78.25496392791021,0
7,0,Friday,Yes,-0.42106671482946934,42.57851796358642,-0.15063475538058022,-0.5423458739570898,Off,On,-0.9124289997266888,65.3868878813796,1
7,14,Saturday,No,0.18258695506454764,59.948142328145344,1.2287994467285197,0.834166496492377,On,On,1.6124875308911428,83.37926377214671,2
7,3,Monday,No,0.9107984272933835,30.015975,-0.8760520536823365,0.1459103112676436,Off,Off,-1.6594965502172907,99.20112,0
7,17,Wednesday,Yes,0.20797972046844013,55.40201163223047,-0.5020046993600881,0.49003840388001024,On,Off,1.5848574836359042,75.98228301790337,1
7,6,Wednesday,No,1.6610417137807432,56.55665333361181,-0.4208969348843408,-0.19821778134472307,On,On,1.3586619119739702,86.80312733271506,2
7,6,Tuesday,No,-1.3503419068511577,30.015975,-0.6956124252718008,-0.19821778134472307,On,Off,0.6512495288882826,69.19856934323386,1
7,1,Friday,Yes,1.6610417137807432,35.386793493786804,1.6804810017350187,-1.230602059181823,Off,Off,0.9353255960286951,80.22798502993513,0
7,12,Thursday,No,-1.6240222317926354,46.171105166102045,-0.31889065844254005,0.49003840388001024,On,On,0.5317479698529961,65.450694898944,2
7,9,Saturday,No,-0.9182285965175061,44.10452508917992,-1.3443253085646882,0.1459103112676436,Off,Off,-1.1539961421890206,62.93331892444902,0
7,18,Thursday,No,-0.9884176968116151,45.45102048310496,1.4562953819718527,0.834166496492377,Off,On,-0.7724546500480559,64.10247399012124,1
7,19,Monday,No,0.11499942190437659,59.969085,1.0585012702276317,-0.19821778134472307,On,On,0.1328420086226685,84.33935699528824,2
7,19,Monday,No,1.6610417137807432,48.48246570309867,1.0993253057698487,0.834166496492377,On,On,0.004877324964685981,96.02001332980784,2
7,5,Saturday,Yes,-1.184233915998286,41.33615438759653,-1.3997958816472427,-0.19821778134472307,On,Off,0.6944576690506336,67.43534135996018,1
7,13,Tuesday,No,1.2162992548081946,41.269406018355625,0.054436488184447816,0.1459103112676436,On,Off,1.038729549092454,96.05087436707385,1
7,23,Sunday,No,-1.6240222317926354,30.015975,0.6912154112134231,-1.230602059181823,On,Off,1.3717970132765736,67.17014722017379,1
7,4,Sunday,Yes,-1.1905836958474894,48.00371891481501,-1.5754997276041993,-0.19821778134472307,Off,On,-0.24902685237941852,66.06598713089576,1
7,7,Friday,No,0.31716320667026743,36.07586648379666,-0.18852444484147385,1.1782945891047436,On,Off,-0.24529805782196817,59.631889461857526,1
7,23,Friday,No,0.3152456118574903,58.3434739996146,1.5453685145050322,-0.5423458739570898,On,On,-1.6594965502172907,86.07634384480832,2
7,20,Monday,Yes,-0.8191199270591031,32.42323154790499,-1.0994869434740302,-1.230602059181823,Off,On,0.34442196083859555,65.42924445608011,1
7,18,Wednesday,Yes,-0.5890853368601804,30.015975,-1.0511753647926616,1.1782945891047436,On,On,-1.6594965502172907,91.11407400968262,2
7,14,Monday,Yes,-1.086866620515638,49.85481645771731,1.2654173620439668,-0.8864739665694564,Off,On,1.6124875308911428,70.41928415266649,1
7,1,Saturday,Yes,1.3082390137932316,49.6218233760087,1.265057401398549,-0.5423458739570898,Off,Off,0.3666985233482405,82.55941558810667,0
7,12,Sunday,Yes,-1.3456457980711491,59.969085,0.9640897450925181,-1.230602059181823,On,Off,-0.02628410129365754,73.18013957149952,1
7,19,Saturday,No,-0.371303171189243,52.56341798597114,0.6614950460729632,-1.230602059181823,On,On,1.6124875308911428,70.61466399602054,2
7,10,Monday,Yes,1.2825925181237146,40.64755463099014,-0.4582387113799981,0.834166496492377,Off,Off,0.09199980197416573,84.66003563665586,0
7,3,Friday,No,-1.6240222317926354,30.015975,-1.7277155535924769,1.5224226817171103,Off,Off,0.8326068093824706,79.33641705171391,0
7,1,Thursday,No,0.9879727359350838,55.81010949146885,1.6804810017350187,1.5224226817171103,Off,On,1.6124875308911428,76.69511497689793,1
7,10,Friday,No,-0.1319858548043614,48.09789897098847,-0.0023254581117401005,0.1459103112676436,Off,On,0.8538295574303145,85.23139055360414,1
7,21,Thursday,No,1.118739059345959,35.10502691358654,1.43646771197729,-0.8864739665694564,Off,On,-0.2839375073969704,84.06356894105645,1
7,14,Sunday,Yes,-1.6240222317926354,48.83532613081882,0.4323765090832498,1.1782945891047436,On,Off,1.3857431663524085,75.73903044683718,1
7,3,Wednesday,Yes,-0.2873778557256448,32.77041464187677,-0.05889001836832274,-0.8864739665694564,On,Off,-1.1177447875800757,61.3796379889147,1
7,15,Sunday,Yes,-1.5563740369233383,57.05622638665479,0.30567965462220653,-1.5747301517941896,Off,Off,1.1059594514743232,72.66448870206393,0
7,1,Sunday,No,1.0007956216258687,31.563184818641275,0.43409285166537465,1.5224226817171103,Off,Off,1.5527152455022941,81.5881854653513,0
7,22,Wednesday,Yes,1.6610417137807432,59.969085,1.4155645822586032,0.1459103112676436,Off,On,-1.0305815884800482,81.77184415218684,1
7,14,Thursday,Yes,-1.1570736904759342,49.53250919010097,1.316679156665521,1.1782945891047436,On,Off,-0.22328608392395272,72.15216696736452,1
7,4,Friday,No,0.7609268458026324,32.15962951309583,-1.070076627172012,-0.8864739665694564,Off,Off,0.8135352373876433,82.88918297669845,0
7,7,Sunday,No,-0.3182638371842686,52.22025648005127,-0.3950692864352488,-0.5423458739570898,On,Off,0.10102612045480884,70.70857650828711,1
7,16,Wednesday,No,-0.9948809242473161,30.015975,0.7919529984669063,1.5224226817171103,Off,Off,0.026280255666329022,69.21937831305353,0
7,12,Friday,No,0.7151660784531667,43.12512098556633,0.5504427420980151,1.1782945891047436,Off,Off,0.806755526885514,88.08007350698334,0
7,4,Tuesday,No,-1.6240222317926354,37.04098007729336,-0.6772743101210792,-1.5747301517941896,Off,Off,1.3152577458828394,71.61270313813108,0
7,11,Sunday,No,1.1865156831243222,34.030410542210646,0.8487282594115493,1.1782945891047436,On,On,0.12755785245568774,89.77252244024207,2
7,20,Tuesday,No,-1.2636199524544383,56.28381913261556,0.009281633167603706,-0.19821778134472307,On,Off,0.46023733553622387,68.36972836362726,1
7,18,Thursday,No,0.03101346572517117,44.10093561987515,-0.757119104192401,0.1459103112676436,On,On,-0.965857568410242,84.85221378917227,2
7,20,Friday,Yes,0.7503134677626506,57.65446041546591,1.5643840426844704,0.834166496492377,On,Off,-0.23667260414796784,67.96312722243411,1
7,9,Saturday,Yes,-0.1507826827263318,56.76620150876772,-0.4110660253152517,1.1782945891047436,Off,On,1.5546202066224968,75.95373349447297,1
7,5,Tuesday,No,0.028854428114236635,59.969085,-0.7346204242645142,1.5224226817171103,On,Off,-0.475673481219231,69.13245865118456,1
7,1,Sunday,No,-1.2622829757787248,40.09986548153166,1.4712563148394833,1.5224226817171103,On,Off,0.6938204457768102,77.12472697378813,1
7,3,Wednesday,Yes,-1.6240222317926354,30.015975,0.5490867232962091,0.1459103112676436,Off,On,-0.19874356209936622,62.48528106713146,1
7,18,Wednesday,Yes,-0.07000600335412242,33.95258169670479,-0.9560995819625544,-0.5423458739570898,Off,On,-0.5536716199990435,74.90218464001946,1
7,1,Tuesday,No,1.6610417137807432,43.77879154731996,1.3439844195172033,0.834166496492377,Off,Off,-0.3004310936021792,70.91937346998947,0
7,23,Saturday,No,-0.2461959071517822,49.267143335217,0.4499076337118029,1.5224226817171103,On,On,-0.7244438773689529,77.01834155446635,2
7,15,Monday,No,0.16971156834291307,49.356129571912,1.1458752117307804,-0.8864739665694564,On,Off,0.4983251479148783,81.95916495970783,1
7,18,Friday,Yes,0.12977391283008566,31.49883256612219,0.25522168641437765,0.834166496492377,On,Off,0.898354695002413,82.26267835774692,1
7,18,Friday,No,0.17410925384630624,55.1625230031996,-0.20090711323700194,1.1782945891047436,On,Off,0.615548873152372,85.61403808601504,1
7,12,Friday,Yes,0.7850037434907919,55.84990639977734,1.1626240479901342,-0.5423458739570898,Off,On,1.018000818204676,75.16764242469239,1
7,11,Friday,No,-1.611901052722656,44.46788974292488,1.4963946894405837,0.834166496492377,On,On,-0.3976120171341383,71.58594256139406,2
7,14,Sunday,No,-1.1368800359761921,35.18381997597693,-1.2873599330087089,-0.5423458739570898,Off,Off,-0.5351993695471365,67.44003118674758,0
7,9,Wednesday,Yes,-0.1527985920997453,51.77142032027908,0.5864544913672974,1.5224226817171103,Off,On,-1.6594965502172907,89.98498901081345,1
7,8,Tuesday,No,-1.026573140877163,37.20363875584875,-0.5701836451920431,-1.5747301517941896,On,On,-1.0454230977234948,69.26394754303027,2
7,12,Tuesday,No,1.6610417137807432,45.955168663495776,-0.8809691885775998,1.5224226817171103,Off,Off,-1.02510686274453,79.94511546453992,0
7,3,Wednesday,No,0.48820746441341306,34.9883080360469,0.9042876772851008,1.5224226817171103,Off,On,-1.272433895512784,81.97970740748356,1
7,8,Sunday,No,-0.6187522001999076,53.619898843719824,1.6035953201083912,0.1459103112676436,Off,On,-0.5810534020304576,69.79322768298576,1
7,3,Sunday,No,-1.6240222317926354,59.969085,1.3197644049262143,-0.8864739665694564,Off,Off,0.5317534145647546,76.76713705132951,0
7,5,Wednesday,No,1.348901320159493,43.7536135905484,-1.7293060312459088,-1.5747301517941896,On,Off,-0.5105292274703209,68.14098488521981,1
7,8,Monday,Yes,0.975323118159671,32.30714120359442,0.7961753919266097,0.834166496492377,On,Off,0.8368071176003954,86.34097549292363,1
7,11,Monday,Yes,1.2026919270519614,36.427333337835,0.5950676719567034,0.834166496492377,Off,On,-0.5188844003029663,95.52564718273788,1
7,2,Friday,Yes,-1.6240222317926354,34.69412335810429,0.47593583719186144,0.1459103112676436,Off,Off,-0.658891363591338,70.82174889922582,0
7,10,Wednesday,Yes,0.056171988955139446,45.6309165283079,-0.7949493796127421,1.1782945891047436,On,On,1.5086362647457618,75.64227206309971,2
7,1,Monday,Yes,-0.43220611363709177,54.42796136196471,0.11837655871965787,0.834166496492377,On,Off,-1.6594965502172907,75.3029915343807,1
7,10,Sunday,No,1.6610417137807432,48.482535870881776,0.6660377447317546,0.834166496492377,Off,On,1.0564565023139347,95.25940216740426,1
7,9,Thursday,Yes,0.0974015177352577,41.21930216833647,-0.8381272128441887,-1.5747301517941896,Off,On,-1.6594965502172907,68.28043233894483,1
7,12,Sunday,Yes,-0.37929998123810815,54.89055241442021,0.6317275619311122,1.5224226817171103,On,On,0.4191779549754193,69.41428352426466,2
7,22,Sunday,No,0.8966384441441666,59.969085,-0.5596893803331304,-0.19821778134472307,Off,Off,0.8171149805402597,86.45941224912698,0
7,23,Tuesday,No,1.5026174618123573,58.762040750598544,0.34653199686588665,1.5224226817171103,Off,Off,-0.4828785913903848,94.7933577790668,0
7,7,Saturday,No,0.24117633140776687,54.08517232671424,-1.3403373139135204,-0.5423458739570898,Off,On,1.1595091113515616,88.25038355665444,1
7,2,Monday,No,-0.5325138766690413,38.069449627241,0.11058057527397762,-0.19821778134472307,On,Off,-0.27611190522577334,69.69218453918964,1
7,18,Tuesday,No,-1.6240222317926354,30.015975,0.9501926455908897,0.49003840388001024,Off,On,-1.6594965502172907,53.263278,1
7,17,Wednesday,Yes,0.3093685992674673,36.95109638597994,1.2272129782207486,-0.19821778134472307,On,On,-0.6560619565384463,76.17517646274443,2
7,7,Saturday,Yes,1.1458109450675025,56.90678416548497,-0.5581826536713848,-0.5423458739570898,Off,On,-0.9915209702550628,90.77258776254314,1
7,3,Tuesday,Yes,1.5903373385950303,42.14017040260743,-0.40908927984088556,-1.5747301517941896,On,Off,0.5444399245767196,87.31436007140495,1
7,2,Monday,No,0.7024285355145669,37.54279936609553,-0.11267367167179461,0.49003840388001024,Off,Off,1.2515510642696144,75.10082956960606,0
7,23,Sunday,No,-1.5127725240154952,34.28514696694512,-0.09951262078303684,-0.5423458739570898,On,On,-0.6214206675702961,63.189068770056885,2
7,3,Sunday,Yes,-0.16657630135167711,34.845896803774394,0.9269018996634035,0.49003840388001024,Off,On,-1.6594965502172907,75.56252718193811,1
7,22,Wednesday,Yes,1.265960093290951,31.394100903056728,-0.41554805918161597,-0.8864739665694564,On,Off,0.03794409135705588,86.24925419469311,1
7,19,Saturday,No,-0.7196362125400164,47.07342403619009,1.3471707922386957,1.5224226817171103,Off,Off,-0.3545785036003104,77.12321186368933,0
7,15,Friday,Yes,0.8896519139647548,55.78152409507635,0.015056909287934746,0.834166496492377,On,On,-1.6594965502172907,90.81867804750746,2
7,3,Sunday,Yes,1.6347133196566679,49.73275844516956,1.6804810017350187,-0.5423458739570898,Off,Off,0.13968860828804253,97.97098126231587,0
7,20,Sunday,No,1.6610417137807432,46.56389939215942,-0.45144693370738154,-0.19821778134472307,Off,On,-0.2743429737742362,91.70252148504169,1
7,7,Monday,No,-0.8434234406754684,42.61786606785973,0.567039564170409,-1.5747301517941896,Off,On,-1.4493816541271172,61.82013285583329,1
7,3,Sunday,No,-0.6891483847582539,43.11308540545296,1.3082406999226912,1.1782945891047436,Off,Off,-0.7475603593104151,77.63589498325662,0
7,6,Wednesday,No,-0.7184142609162754,31.898445162142227,-0.45375845849666113,-0.8864739665694564,On,Off,0.03140768262825862,74.34684884631473,1
7,15,Friday,No,1.378741852951393,46.61999473616539,-1.0397631258868199,1.5224226817171103,Off,Off,-1.475092284110516,79.9976956051906,0
7,12,Saturday,No,0.23602039733839178,41.957699555629375,0.4516439262934951,-0.5423458739570898,Off,Off,1.5599737400781581,97.32658387068084,0
7,21,Sunday,No,-0.8063558690253886,30.015975,-0.8099315631904527,0.1459103112676436,Off,On,-0.366845375432728,72.4008046711396,1
7,3,Monday,No,0.590967376785299,34.845437891195424,1.0102780125475346,-0.19821778134472307,Off,Off,0.8650966334161886,98.26744412869952,0
7,1,Sunday,No,-1.1851807771511769,59.969085,-0.7354084052389729,-1.5747301517941896,On,On,0.9947440065101486,74.98337104844465,2
7,6,Wednesday,No,1.1186054415126157,57.44177845303739,-1.5991705645108518,-0.5423458739570898,Off,Off,-0.18562845596890365,90.16681396476292,0
7,12,Tuesday,No,-0.6560343373308023,54.482172359514166,1.288505288554391,-0.8864739665694564,Off,Off,-0.4049133667930569,72.59146015407381,0
7,16,Saturday,Yes,-0.2652616020105692,54.41602924092564,0.34694741135187135,-0.8864739665694564,On,On,0.862564947487589,70.69241114952112,2
7,19,Tuesday,No,-0.8850189646620751,39.22333009354262,1.3039205683103123,0.49003840388001024,On,Off,-1.1988911905152415,64.99938132106662,1
7,1,Friday,No,-1.0518907391810517,37.362236617893736,0.8996110809515392,1.1782945891047436,On,On,1.3952020194439003,71.93744877739967,2
7,8,Thursday,No,-0.12721005457233847,35.608342448905894,0.5361340521657061,0.834166496492377,On,Off,0.6228780130538025,70.85054315416828,1
7,2,Tuesday,No,0.21707977704386805,30.015975,-1.7293060312459088,0.1459103112676436,On,On,-1.0065635627404081,90.86034807221732,2
7,2,Monday,No,0.8140454978168804,36.07644670495262,0.7067918462567163,1.5224226817171103,Off,On,1.6124875308911428,90.09660869031232,1
7,16,Saturday,Yes,0.8084037329959141,30.015975,0.028049471220635166,1.1782945891047436,Off,Off,-0.48755482528515104,83.78275186256225,0
7,13,Tuesday,No,1.0630735665127526,43.19889802129522,0.3897558916221625,-1.5747301517941896,On,On,0.1613058714990617,77.59479745705015,2
7,17,Monday,No,-0.3454020234904126,42.12082041279373,0.7403912345783636,-1.5747301517941896,Off,On,-0.8785288296072639,69.09962299057598,1
7,7,Sunday,No,-0.28730444047611964,59.969085,-0.7100618290211642,-0.5423458739570898,On,Off,0.25282019257822735,74.97570811217807,1
7,7,Friday,No,-1.049099242523395,52.06021911944024,-0.20665978957207004,1.5224226817171103,Off,On,1.0509650998202262,74.11895593588797,1
7,0,Monday,No,0.1946677193003167,50.98661379814215,-0.27992096883515116,0.834166496492377,Off,Off,1.6124875308911428,74.96015037443816,0
7,2,Saturday,No,0.1756520592846912,58.821417576554495,-0.17231503819493685,1.1782945891047436,On,Off,1.6124875308911428,85.47137551958264,1
7,15,Friday,Yes,-0.01881070734052217,34.87388072458205,1.6804810017350187,-1.5747301517941896,On,On,1.0684224128914812,79.57840582369369,2
7,21,Thursday,No,1.6610417137807432,37.3558813368823,0.3571168903131323,-0.19821778134472307,Off,Off,1.1770444228470283,83.92148777907603,0
7,11,Thursday,No,1.1189912362856675,37.50688818517289,1.6804810017350187,-0.5423458739570898,Off,On,-0.9778380884411346,90.01644750422268,1
7,6,Friday,No,-1.432217018984951,45.39296359521815,-1.2431354434448791,-0.5423458739570898,Off,On,-1.6594965502172907,59.21974927790368,1
7,4,Friday,Yes,-0.0480059103513427,30.015975,1.073194360206504,0.49003840388001024,On,On,0.6772214165051651,81.40715555375336,2
7,14,Thursday,No,0.06891777774626241,53.17166158634237,-0.08010781133333103,-0.19821778134472307,Off,Off,-1.6594965502172907,86.26927587982428,0
7,9,Saturday,Yes,-0.7186348909802357,48.2499419564432,-0.5235818928481838,1.5224226817171103,Off,On,1.6124875308911428,57.67591897112708,1
7,21,Saturday,Yes,-1.6240222317926354,31.41180414792064,-1.4607483249745268,-0.5423458739570898,Off,Off,-0.006905285378754824,62.65399472668542,0
7,10,Tuesday,Yes,-1.2853440489408055,30.45887709362234,-0.38331327185638775,0.49003840388001024,On,Off,1.1130976838994358,68.61480510543505,1
7,5,Thursday,No,-1.6240222317926354,52.384558918571145,-1.7080839567291446,-0.19821778134472307,On,On,-0.06555104763978013,64.26831648274816,2
7,5,Sunday,No,-0.6510970094871376,51.15242348577558,-0.2617971733469019,-1.5747301517941896,Off,Off,1.0490926343365923,74.79703860624406,0
7,16,Friday,Yes,-0.026209869736537435,49.27534183692918,-1.706191482955104,0.1459103112676436,Off,Off,0.30687206396369593,88.99388690946657,0
7,10,Friday,No,-1.1288925780113837,45.18240735681449,1.1821103619037931,0.1459103112676436,Off,Off,0.48861494327218274,67.57604255555344,0
7,6,Sunday,No,-0.16571776598726484,48.87725953009088,0.2364495399990252,-1.230602059181823,Off,Off,0.4672446634307905,70.06733790358979,0
7,12,Wednesday,No,-1.0495386116338266,48.10105236512735,0.03101657693591049,-0.5423458739570898,Off,Off,0.09351832969248308,75.87492476540501,0
7,21,Friday,No,0.09975623155890931,59.07612556719346,1.3993939447701444,0.1459103112676436,On,On,-0.7428151628022174,76.46837460197592,2
7,12,Tuesday,Yes,0.44500243920248217,53.84763568846264,-1.4627849705725813,-1.5747301517941896,Off,On,-1.6594965502172907,71.33333841600492,1
7,4,Thursday,Yes,-0.5919458227412994,33.14980938065737,0.7056418160857084,1.1782945891047436,Off,Off,1.3664164049561338,75.789361181351,0
7,9,Tuesday,Yes,-1.4020978166800118,42.56633824698313,0.40027362201180766,0.834166496492377,On,Off,0.03230513750240571,59.480851328213134,1
7,7,Tuesday,No,-0.4984722262836204,59.83309097331959,-0.6360849403390523,0.1459103112676436,Off,Off,0.8777012417129167,74.7925692060196,0
7,12,Saturday,No,0.2907688032740193,59.969085,-0.5143253467391457,0.834166496492377,Off,Off,-1.6594965502172907,73.90936231124424,0
7,6,Sunday,No,-0.5011332910255208,52.948643432354,-1.1520677199203304,1.5224226817171103,Off,Off,0.7061099178272103,73.04440950927156,0
7,2,Friday,No,-1.1827330779246734,35.16058224573538,0.9399377584590572,-0.8864739665694564,Off,On,-1.0085316757836253,71.52755531111988,1
7,0,Wednesday,No,1.0368841315595778,59.969085,1.5406263979353985,-1.5747301517941896,Off,Off,0.6035964093904891,90.48319730899864,0
7,22,Monday,No,0.764083012493451,50.76942487088301,0.06768165725878295,0.1459103112676436,Off,On,-1.6594965502172907,77.6740463534228,1
7,12,Sunday,No,-1.1012130222215084,32.88724785481266,-0.8646032790242583,-0.19821778134472307,Off,Off,1.6124875308911428,61.348955353307936,0
7,18,Tuesday,No,-0.15662740466214511,43.125411340234216,-1.7293060312459088,1.1782945891047436,Off,On,1.6124875308911428,80.21749359043592,1
7,4,Sunday,No,-0.7278758984202932,45.51779936043609,-0.12814873469896074,-0.5423458739570898,On,Off,0.34135426718463435,77.20554455100296,1
7,19,Wednesday,No,-0.8777928029334408,51.03033187874566,-0.6243619549286116,0.834166496492377,On,On,-1.6594965502172907,66.24447461892049,2
7,13,Sunday,Yes,1.539916861288259,54.0524408078566,-0.45630198178116643,-0.8864739665694564,Off,On,-1.0520417746974564,82.99360590699486,1
7,19,Thursday,Yes,0.3350064482821411,43.32980311248124,-0.4382244489151276,1.5224226817171103,Off,On,0.008258521034157145,95.377738522993,1
7,19,Sunday,No,-0.1681127301106517,30.015975,0.2038839014850321,-0.8864739665694564,Off,Off,-1.0109224983779956,88.29498737253697,0
7,16,Thursday,Yes,1.3546408286587712,51.49913119182555,-1.2997454042589398,-0.19821778134472307,On,Off,-0.5589223433932891,81.67273934031824,1
7,22,Monday,No,0.1711148021391581,33.264290805787226,1.2659792102727274,0.834166496492377,Off,On,-1.6594965502172907,77.0726103260323,1
7,4,Wednesday,Yes,-1.3032248277695133,46.9507222228208,1.206541537896939,-0.5423458739570898,On,On,-0.010397928647526,72.91206661628294,2
7,3,Saturday,No,-0.5201408732216267,41.54818947607109,0.7698361428125797,-1.230602059181823,On,Off,1.2751766229547061,81.38572619929694,1
7,17,Tuesday,Yes,0.6653820402064109,33.193029903488714,-0.6305721502761031,0.49003840388001024,On,On,1.6124875308911428,81.39173302410083,2
7,15,Wednesday,Yes,1.4728622664116076,51.83749215108238,-1.4805699283383735,0.834166496492377,On,On,0.12224903053706122,85.22864127895967,2
7,8,Monday,Yes,-0.5802405515199197,59.969085,-0.5550129936839577,-0.19821778134472307,Off,On,1.3038680132210805,63.74951317321726,1
7,6,Wednesday,No,-1.6240222317926354,59.04806438151736,-0.8318709701678667,-1.5747301517941896,On,On,0.498079202081619,55.27499282112622,2
7,23,Sunday,No,1.6610417137807432,52.87996425900384,0.2001147298225918,-0.8864739665694564,On,Off,-0.034279819721266425,78.62839210190992,1
7,2,Friday,No,0.6547845865182716,59.969085,-1.5773367682587525,-0.19821778134472307,Off,On,1.6124875308911428,83.93253944197747,1
7,21,Tuesday,No,1.4766132305652275,33.06119391847891,-0.06214215489101414,0.49003840388001024,On,Off,-0.2410754699811357,89.29726939876313,1
7,13,Thursday,No,-0.32839436817192114,48.47490259521015,0.2150670647583824,0.834166496492377,On,Off,0.005439294548673136,77.0976844184945,1
7,20,Sunday,No,1.6610417137807432,49.08781691490054,0.7763642264789851,1.5224226817171103,Off,On,1.532637373110996,75.54751352559833,1
7,21,Sunday,No,1.1207460098532467,42.16331838404176,0.8300571756672671,0.834166496492377,Off,On,0.2711664147976617,95.25222181803537,1
7,21,Thursday,Yes,-0.7381196878962998,40.70513764348231,-0.2742538678949283,-1.5747301517941896,Off,Off,1.456003447646079,74.05104823864758,0
7,21,Saturday,No,-1.6240222317926354,48.496860693852966,0.6469060390590783,-0.8864739665694564,On,On,0.5087971966963132,72.71288178839154,2
7,16,Monday,Yes,-0.9605971514466652,49.70844871307128,1.0893620346488215,1.1782945891047436,On,On,0.9405789567011653,74.79259816796254,2
7,13,Friday,No,-1.4469348791728163,35.64994243635237,-0.289005462680487,-1.230602059181823,On,On,0.8873482189391613,66.82268037250905,2
7,0,Saturday,Yes,-1.6240222317926354,39.05009031515864,0.28591532632342925,0.1459103112676436,On,On,0.22709803201959514,67.29710135702813,2
7,19,Friday,Yes,0.9241188453645431,48.2565086570073,1.2576054499501046,-0.5423458739570898,Off,On,-0.5209711810711622,82.86010658788456,1
7,13,Saturday,No,1.6610417137807432,30.308446514245905,-0.9717610429330062,-1.5747301517941896,Off,On,0.07998139437962531,77.80269407105575,1
7,6,Tuesday,Yes,1.468446573610233,38.29813478382279,-1.0638677358096293,-0.5423458739570898,On,Off,-0.9326045783838395,85.50344847193514,1
7,22,Wednesday,Yes,0.535648672218694,47.65681814991978,-1.5332517415999254,-0.19821778134472307,Off,Off,0.1744743598544366,62.75442256643592,0
7,18,Thursday,No,-0.6226118925988,44.76734430784881,-0.811929368784603,-0.5423458739570898,Off,Off,-1.6594965502172907,54.30174641096504,0
7,11,Thursday,No,-0.3852952120882804,58.70833212348177,1.250044699068976,0.49003840388001024,Off,On,1.0698224729555972,66.07196475005931,1
7,15,Sunday,No,1.3956959893050622,30.015975,-1.301091241425485,0.834166496492377,On,Off,-1.4510840737987887,76.23282355072078,1
7,1,Monday,No,0.36304849055958244,59.969085,-1.7293060312459088,-1.5747301517941896,Off,Off,0.8662863290496919,69.9404671276644,0
7,14,Thursday,Yes,-0.03763223340246968,30.20296679676665,1.1069531612637993,-1.5747301517941896,On,Off,0.06640846894709246,71.75454731969201,1
7,19,Tuesday,No,0.9651362003042829,37.684923665895006,1.503945487889163,-0.19821778134472307,On,On,-0.27900246842182524,82.95053459110927,2
7,22,Friday,Yes,-1.6240222317926354,59.969085,-1.632905267197652,0.834166496492377,Off,On,-1.1948750235952708,84.8891497170251,1
7,2,Thursday,No,1.6610417137807432,50.68143935316697,0.7145527083207457,-0.19821778134472307,On,Off,1.2584914364561677,84.08752952540509,1
7,2,Wednesday,Yes,0.7804508972593269,36.45816991490942,-0.6277505094373739,0.1459103112676436,On,On,1.1888160398005332,87.3602969568784,2
7,16,Friday,Yes,1.3892591407105772,36.76079966568442,0.1904628181586921,0.1459103112676436,Off,Off,-0.2630123063489315,91.5343347188314,0
7,16,Sunday,No,0.026245856142035635,54.10972448328619,1.6804810017350187,-0.8864739665694564,Off,Off,0.15110035013004522,68.38578928330669,0
7,3,Friday,Yes,0.9175755180215934,30.301325557569413,0.4135640940583864,-0.8864739665694564,Off,On,-1.0589636422701962,83.83665453418641,1
7,5,Thursday,No,-1.4616140085309792,43.312195291746,-1.1854797483684747,0.834166496492377,Off,Off,-1.6594965502172907,75.67224768694929,0
7,18,Sunday,No,-0.3142273984876488,40.41755738919129,0.6397352539672525,0.834166496492377,Off,Off,-1.0363165400193757,82.21391159702172,0
7,11,Saturday,No,1.1619731268867222,59.969085,-0.03915047640252773,0.834166496492377,Off,Off,-0.6417223850381715,74.67094429831185,0
7,2,Friday,No,0.8686829742591434,46.06419134648943,-0.9962875392758387,1.5224226817171103,Off,On,0.007027515527539165,86.42132266652769,1
7,5,Thursday,No,-0.22000237434476355,48.54546794340409,0.8867002906252971,0.1459103112676436,On,Off,0.16126670864690765,69.304750381265,1
7,19,Wednesday,No,1.6610417137807432,42.55587991554262,0.3587086281680577,0.49003840388001024,Off,Off,1.6124875308911428,88.16027067688053,0
